stars,comment
5.0 out of 5 stars,"







  
  
    I like thiz book
  
"
5.0 out of 5 stars,"







  
  
    Books are of very good quailty, content is very good  and size is apt for small kids. Pages are like sheets and very thick. I never expected it to be so good.Would say a must buy for pre school kids.I bought it for ₹399
  
"
2.0 out of 5 stars,"







  
  
    All the animals, birds, colors etc are all U.S.A centred, I would be more happy to share something native local.
  
"
5.0 out of 5 stars,"







  
  
    Nice & lovely set of 10 books.
  
"
5.0 out of 5 stars,"







  
  
    1. At first impression, the books were really small in size.2. Pictures are clear. These books contain pictures that are relatable and are easy to speak and learn. E.g. C for cat ( not crab)3. As parent,I am not stressed that these books can be torn by the child.this is a big plus for me.
  
"
4.0 out of 5 stars,"







  
  
    nice book
  
"
5.0 out of 5 stars,"







  
  
    It is a perfect gift for my 1.8year old baby.Liked a lot and play with it and start finding the content in it .........I saw some users reviewing here about size of the book...for them i must say these library books are for 1-3year old kids not for the adults to use....
  
"
5.0 out of 5 stars,"







  
  
    Best first set of learning books for toddlers. Small size/pocket size.. perfect for their tiny hands. Good choice of material inside and very clear and colourful
  
"
3.0 out of 5 stars,"







  
  
    a. Book size is not more than playing card. Really disappointed with the size of the book. See attached picture.b. Quality is really good.c. No of page is 10 in the book.d. In the Number book, Numbers given 1 to 20 only. Limited content available.e. My 4 years baby all ready knows more than given in these books. So, more suitable for more younger kids.
  
"
5.0 out of 5 stars,"







  
  
    Best product
  
"
3.0 out of 5 stars,"







  
  
    10 packs of book, all are of 5/6 inch height.Having multiple photos, kids would like it.Would have given in some more cheaper rate.
  
"
4.0 out of 5 stars,"







  
  
    Good but not as big as the box and books appear in the photos. Price ok. Hard bind and pages.
  
"
4.0 out of 5 stars,"







  
  
    Very nice handy book my twins loved dem good for kids was very confused for buying but liked it packing was aso good no damage nothing.
  
"
5.0 out of 5 stars,"







  
  
    I ordered this set for my 2 year old daughter..and she loved it..the images shown in the book are very attractive and appealing to be learnt by a kid...since the pages are made of hard board so they are not tearable , which is best part ,since it is to be given to a kid ..a good option to reduce screen time for my girl
  
"
4.0 out of 5 stars,"







  
  
    Could have been a little tall book set...tiny books, though looks okay...haven't opened as it is for gifting...looks cute.
  
"
5.0 out of 5 stars,"







  
  
    Very good quality and neatly packed . Engaging product for kids . I bought this for my 3 year old daughter and she learnt a lot from  this set. Pictures and paper quality is good
  
"
5.0 out of 5 stars,"







  
  
    The number book has a problem.The pages are mistaken n duplicated.After 1 and 2, instead of 3 and 4, the pages are 7 and 8The sequence of pages is as below:1 27 8 - which is wrong (3,4 is missing from the book)5 67 89 10So on
  
"
5.0 out of 5 stars,"







  
  
    We really love this little library for my nephew. The pages are hard which cant be torn apart easily and the texture of the paper is very smooth & edges are great.
  
"
5.0 out of 5 stars,"







  
  
    Best product to buy for kids.My boy loved them very much.He keeps on turning the pages,loves to see pictures in them.
  
"
5.0 out of 5 stars,"







  
  
    Hi Dear,- Much Needed for Starting of 3 years old  child.- Quality is too good- Attractive colors with Pictures.- My openion it's too small need to increase  size of books.- Well collections with 10 books.- Totally Nice.
  
"
5.0 out of 5 stars,"







  
  
    Waao
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     I love these books i order 2 sets one for my baby n other for my relative's kid but whn i order 3rd time the delivry boy didn't deliver my order i returned to saller
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Overall goodYou can buySize is little bit smaller than I expectedIt could be more colourful and attractive
  
"
4.0 out of 5 stars,"


















    
        

        
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     The books are good. Hard cover box. Books are of good quality. I bought it for my one year old son.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Good product to introduce your baby but size is too small.
  
"
5.0 out of 5 stars,"







  
  
    Good one for kids. But my toddler ate a page so don’t get for kids who tend to bite off random things. Wait and get once they mature
  
"
5.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    Best quality books
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Very good quality.... small in size but ideal for kids.
  
"
5.0 out of 5 stars,"







  
  
    My 2 year old loved these books, spends lot of time with these.
  
"
4.0 out of 5 stars,"







  
  
    Higher price
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    It is really nice product to help kids learn faster.Can't complain about quality for product as it is very good. Though I had to apply for exchange (Free) as first time the seller delivered used/old product with even teeth marks on few of the books.My daughter as soon as she wakes up she browse through all the book. She seems to enjoy a lot.
  
"
3.0 out of 5 stars,"







  
  
    OK but not worth for money
  
"
5.0 out of 5 stars,"







  
  
    Very useful for my baby.
  
"
5.0 out of 5 stars,"







  
  
    My 11 months daughter is liking it very much. Really good . it is colorful , hard , edges are curved and size is also perfect for the little one.😊😊😊
  
"
4.0 out of 5 stars,"







  
  
    Liked the quality and durability but expected them to be little bit bigger in size
  
"
5.0 out of 5 stars,"







  
  
    Indeed these books were my son's first library books. He has learned a lot from it.  Go grab one if you have a toddler at home
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    It is very likeable by kids ...
  
"
5.0 out of 5 stars,"







  
  
    Quality of the product is good…its hard paper and its safe for kids
  
"
5.0 out of 5 stars,"







  
  
    Thank you amazon for delivering one day before. Amazon keeps our heart happy. It was gift to my sister's son on his birthday. Books are very good. Happy on buying from amazon
  
"
4.0 out of 5 stars,"







  
  
    My son liked this books by seeing attractive images. Quality is very good.But I saw many images are repeated in each book.
  
"
